system:index,month,ndvi_mean,ndwi_max,ndwi_mean,rainfall_mm_x,year,.geo,year_month,temperature_c,rainfall_mm_y,humidity_percent
4,5.0,0.3064159803128473,0.1321257325519446,-0.2570669470910856,153.64942331018312,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-05,21.79,176.7,86.13
5,6.0,0.1230523676772097,0.0254407906778109,-0.1157437987163644,380.5907246519584,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-06,20.73,177.7,90.93
6,7.0,0.0142836434693635,0.0709749719835636,-0.0266933168826233,721.7000811325034,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-07,19.0,732.5,97.06
7,8.0,0.1334361697842159,0.0937958408835965,-0.1246643217059851,174.686628466769,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-08,20.0,160.8,90.42
8,9.0,0.0796488571338113,0.071477620325863,-0.0792157472625509,123.88080136279508,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-09,19.87,239.0,92.93
9,10.0,0.3229684631273397,0.1278158667972576,-0.2626283871585163,193.5791797691357,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-10,20.64,148.3,84.87
10,11.0,0.2848916308978213,0.1247902955220028,-0.2373039079081875,154.4700812798061,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-11,20.6,63.1,81.1
11,12.0,0.2587875497119197,0.123196448390677,-0.2135938638783219,58.70874913678366,2023,"{""type"":""MultiPoint"",""coordinates"":[]}",2023-12,20.36,11.8,74.77
0,1.0,0.3082108775288477,0.1345319280843149,-0.2484178483143628,31.719310081310866,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-01,20.22,16.6,72.32
1,2.0,0.341104082011278,0.2154185022026431,-0.2884195361489702,3.626038691975629,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-02,21.9,0.6,58.38
2,3.0,0.3214418295300347,0.1395279354645951,-0.2723839713841534,2.7912594429934634,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-03,23.28,5.7,66.94
3,4.0,0.3320368403455492,0.1093516582013743,-0.2877797641818403,27.69303627267153,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-04,24.36,26.5,72.3
4,5.0,0.2203326610720899,0.0792044250912086,-0.1917746850209081,270.6419273828077,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-05,22.3,379.3,88.06
5,6.0,0.0802485281235857,0.0320319345730698,-0.0815030156233912,564.0578645702291,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-06,20.35,327.5,93.97
6,7.0,0.0052107389526413,0.0230744231394215,-0.0193775974435629,995.753997957755,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-07,19.28,772.5,96.84
7,8.0,0.0302578283313878,0.0502645502645502,-0.0397751764084525,688.1324280881059,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-08,19.94,383.1,93.61
8,9.0,0.0671888119512638,0.1724288125442369,-0.069294689240848,138.6739205518036,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-09,19.6,222.8,93.0
9,10.0,0.1140442738617433,0.1778306698401904,-0.1067986425558446,299.8550913200616,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-10,19.86,260.8,91.1
10,11.0,0.2361905384307956,0.1543156059285091,-0.1959371412179614,41.628293457173726,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-11,20.09,75.7,79.8
11,12.0,0.3398666801424878,0.1693875188144031,-0.2788502135892328,68.5731600011688,2024,"{""type"":""MultiPoint"",""coordinates"":[]}",2024-12,19.74,60.3,81.71
0,1.0,0.3525561502072256,0.1980066445182724,-0.2941886128706316,7.969854734106057,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-01,19.76,3.4,65.9
1,2.0,0.3448918135116595,0.2190520018407731,-0.2921764579922853,5.219042733683665,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-02,21.76,0.9,53.25
2,3.0,0.3283197144639085,0.1388416638331633,-0.2753111262143999,90.72192598688726,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-03,22.93,32.5,70.32
3,4.0,0.3401423996954333,0.1089377886443901,-0.2815203334023902,139.35039108434873,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-04,22.1,133.7,82.73
4,5.0,0.075178708400088,0.2150362907593976,-0.0761990771502196,328.72236685629895,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-05,20.81,610.8,90.26
5,6.0,0.0791832550636565,0.0882146790828076,-0.0821995696171505,466.7464767203364,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-06,19.61,359.5,94.27
6,7.0,-0.003339461647073,0.0343603897932743,-0.0126459861690012,576.0065179722377,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-07,18.75,773.5,97.32
7,8.0,0.006657214499794,0.0737487801477763,-0.0202312015199716,846.5883611770217,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-08,18.97,568.9,95.16
8,9.0,0.0359514776218146,0.0360212584476084,-0.0443535883981015,111.68538855515092,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-09,19.24,230.4,93.5
9,10.0,0.1048271728752935,0.1773265283961342,-0.0978578511279228,255.9104658788588,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-10,20.06,220.7,89.13
10,11.0,0.3735282944721886,0.1920453453741954,-0.3052440143144106,40.58664232118922,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-11,19.65,23.6,81.13
11,12.0,0.3512129134848297,0.1523783185840708,-0.2903320633160726,22.572264700405896,2025,"{""type"":""MultiPoint"",""coordinates"":[]}",2025-12,18.35,9.0,71.87
